col1,Unnamed: 0,_RAJ2000_1,_DEJ2000_1,LAMOST_sep,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,original_index,model_prob,H_alfa,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist
970,972,308.3676236,41.1327592,2.0,17.7,16.24,14.35,14.16,13.1,10.71,10.17,9.89,970.00,0.0,0.0,J203328.22+410757.9,308.3676064,41.1327699,0.0397,0.037,24.1,9.697,9.692,11.154,8.603,0.023,0.021,,,0.02,0.018,0.016,3085140801351035939,00dH,1,11nn,AAUU,25,32,79,32,0.013,0.060446
1041,1043,308.4272347,41.2490667,2.0,17.02,16.28,14.06,13.62,12.84,10.74,10.23,9.89,1.041.00,0.0,1.0,J203342.52+411457.0,308.4271916,41.2491729,0.0387,0.036,26.8,9.53,9.444,6.676,3.612,0.022,0.02,0.075,0.099,0.02,0.019,0.015,3085140801351036220,00dd,1,1131,AAAA,-6,33,138,32,0.38,0.399799
863,865,308.522824,40.771078,2.0,17.87,16.53,14.46,14.04,13.26,11.26,10.75,10.4,863.00,0.0,1.0,J203405.46+404615.9,308.5227757,40.7710912,0.0414,0.0394,12.4,10.215,10.178,10.056,6.44,0.023,0.022,0.49,,0.021,0.018,0.022,3085140801351024673,00hd,0,01nn,AACU,-8,37,-26,36,0.124,0.140151
399,400,308.558073,39.644065,2.0,18.37,17.09,14.41,13.86,12.68,10.12,9.43,9.02,399.00,0.0,0.0,J203413.94+393838.5,308.55812,39.6440353,0.0354,0.033,20.4,8.809,8.736,7.843,3.35,0.023,0.019,0.031,0.032,0.025,0.021,0.015,3077139301351033192,00PP,1,01nn,AAAA,182,34,-56,32,0.101,0.168616
992,994,308.5715444,41.1084692,2.0,17.74,16.6,14.11,13.6,12.59,10.12,9.48,9.14,992.00,0.0,0.0,J203417.16+410630.5,308.5715348,41.1084735,0.0378,0.0347,20.8,8.915,8.861,8.325,5.852,0.023,0.019,0.084,,0.02,0.017,0.015,3085140801351035926,ppdH,0,000n,AAAU,-43,33,38,32,0.078,0.030367
511,512,308.5992303,43.8130789,2.0,17.62,16.33,14.37,13.89,13.13,11.09,10.55,10.26,511.00,0.0,1.0,J203423.82+434847.0,308.599259,43.8130632,0.0392,0.0369,26.1,10.049,10.001,9.887,8.612,0.023,0.021,0.064,,0.02,0.021,0.019,3079143901351020550,dd00,0,111n,AAAU,50,35,23,35,0.086,0.093588
1042,1044,308.6070364,40.8630792,2.0,17.76,16.5,14.56,14.11,13.36,11.44,10.93,10.66,1.042.00,0.0,0.0,J203425.69+405147.1,308.6070549,40.8630872,0.0409,0.0386,17.6,10.512,10.498,11.265,6.988,0.023,0.022,,,0.021,0.018,0.016,3085140801351024769,00dh,1,00nn,AAUU,0,35,0,34,0.016,0.058095
353,354,308.6439447,41.9749158,2.0,18.34,16.89,14.79,14.33,13.48,11.35,10.78,10.51,353.00,0.0,0.0,J203434.53+415830.0,308.6438901,41.9750132,0.0406,0.0375,43.2,9.989,9.581,7.643,4.066,0.022,0.022,0.059,0.047,0.02,0.023,0.021,3094142401351009004,Phpd,1,n435,AAAA,83,114,-4,279,0.511,0.379816
217,217,308.74326,41.4265669,2.0,16.33,15.42,13.67,13.29,12.64,11.04,10.67,10.45,217.00,0.0,0.0,J203458.38+412535.6,308.7432653,41.4265763,0.0428,0.0409,33.7,10.301,10.281,10.274,6.122,0.023,0.024,,0.111,0.019,0.019,0.017,3085140801351045529,0000,0,01n1,AAUB,-70,38,-43,37,0.104,0.036764
986,988,308.8307803,40.8335525,2.0,17.87,16.65,14.6,14.15,13.33,11.13,10.55,10.24,986.00,0.0,1.0,J203519.38+405000.7,308.8307778,40.8335346,0.0406,0.038,18.2,10.066,10.035,9.533,6.511,0.023,0.021,,,0.021,0.017,0.015,3085140801351022724,0000,1,01nn,AAUU,-53,38,24,38,0.088,0.064815
392,393,308.903828,42.207888,2.0,18.04,16.56,14.16,13.64,12.63,10.17,9.45,9.09,392.00,0.0,0.0,J203536.91+421228.4,308.9038085,42.2079008,0.0388,0.037,13.3,8.794,8.537,6.205,1.176,0.024,0.022,0.066,0.022,0.022,0.018,0.014,3094142401351010443,0hdh,1,1203,AAAA,59,33,58,32,0.124,0.069581
1023,1025,309.106289,42.647098,2.0,18.15,16.87,14.86,14.46,13.66,11.71,11.14,10.86,1.023.00,0.0,1.0,J203625.51+423850.0,309.106312,42.6472332,0.0479,0.0434,1.7,10.554,10.526,10.349,7.278,0.025,0.025,0.115,0.197,0.02,0.023,0.018,3094142401351025168,0000,1,120n,AABB,45,51,37,43,0.483,0.490485
315,316,309.19739,34.1965017,2.0,15.06,14.73,13.83,13.12,13.32,12.54,12.25,12.02,315.00,1.0,1.0,J203647.37+341147.3,309.1973803,34.196498,0.038,0.0347,16.6,11.639,11.368,10.289,8.3,0.022,0.02,0.087,0.256,0.02,0.021,0.019,3088134801351003190,0h00,0,111n,AAAB,-13,41,-110,41,0.094,0.03183
519,520,309.382297,41.668659,2.0,17.19,16.06,14.44,14.11,13.48,11.99,11.58,11.36,519.00,0.0,0.0,J203731.75+414007.0,309.3822944,41.6686333,0.0472,0.0444,2.0,11.2,11.185,10.016,6.384,0.024,0.026,,0.248,0.021,0.019,0.018,3094142401351003373,000h,0,43n1,AAUB,21,43,18,42,0.078,0.092844
983,985,309.453926,42.61052,2.0,18.83,17.5,15.42,15.0,14.11,11.71,11.07,10.73,983.00,0.0,0.0,J203748.93+423637.9,309.453884,42.6105443,0.0413,0.04,27.6,10.55,10.558,9.791,6.903,0.024,0.022,0.266,0.441,0.02,0.021,0.02,3094142401351027651,00dH,0,nnnn,AABC,-64,40,-90,38,0.093,0.141589
393,394,309.706708,41.423859,2.0,18.24,16.87,14.49,14.01,13.0,10.72,10.1,9.79,393.00,0.0,0.0,J203849.61+412525.3,309.7067277,41.4237214,0.035,0.0343,138.7,9.431,9.059,5.474,0.93,0.025,0.024,0.019,0.018,0.023,0.021,0.016,3105140801351050828,0hhh,1,1133,AAAA,336,33,584,32,0.536,0.498315
996,998,309.776298,42.952862,2.0,17.82,16.54,14.23,13.73,12.81,10.52,9.88,9.53,996.00,0.0,1.0,J203906.31+425710.2,309.7763103,42.9528419,0.0386,0.0356,25.1,9.326,9.244,10.008,8.718,0.023,0.02,0.167,,0.023,0.021,0.018,3094142401351033268,00dD,0,111n,AABU,26,33,10,32,0.087,0.079385
853,855,310.00503,38.13496,2.0,16.48,15.49,14.13,13.85,13.31,11.9,11.64,11.52,853.00,0.0,0.0,J204001.16+380806.2,310.0048466,38.1350657,0.0397,0.0377,20.9,11.131,11.135,12.395,9.029,0.023,0.022,,0.482,,0.028,,3107137801351036375,0000,1,10nn,AAUC,-86,39,72,38,0.588,0.643814
943,945,310.177643,41.557741,2.0,19.01,17.52,15.38,14.95,14.03,11.97,11.42,11.12,943.00,0.0,0.0,J204042.66+413327.9,310.1777527,41.5577524,0.0412,0.0389,17.1,10.845,10.803,10.323,7.121,0.023,0.022,,,0.021,0.019,0.016,3105140801351048984,hhh0,1,99nn,AAUU,-62,38,-124,37,0.302,0.298424
1021,1023,310.35191,37.512022,2.0,16.18,15.48,14.31,13.91,13.6,12.19,11.84,11.6,1.021.00,0.39,0.0,J204124.45+373043.2,310.3518986,37.5120181,0.0391,0.0377,45.0,11.444,11.175,8.312,5.056,0.023,0.022,0.043,0.03,0.021,0.017,0.019,3107137801351014789,hh00,0,1211,AAAA,-11,38,-110,39,0.081,0.035603
222,222,310.898677,45.051976,2.0,14.93,14.7,13.66,13.35,12.97,11.87,11.53,11.43,222.00,0.0,0.0,J204335.68+450307.1,310.8986855,45.0519764,0.0418,0.0392,30.1,11.297,11.359,11.26,6.623,0.024,0.022,0.145,0.067,0.023,0.022,0.022,3110145401351018187,0000,0,11n0,AABA,-33,40,-105,41,0.039,0.021548
982,984,311.4362306,43.6614264,2.0,17.11,16.2,14.55,14.14,13.41,11.66,11.22,10.95,982.00,0.0,1.0,J204544.68+433941.0,311.4361711,43.6614024,0.042,0.0397,131.1,10.85,10.839,11.827,8.467,0.024,0.022,,,0.021,0.021,0.019,3121143901351012328,0000,0,nnnn,AAUU,-2,35,-135,35,0.268,0.177514
424,425,311.4515233,44.6140197,2.0,14.85,14.39,13.46,13.06,12.82,11.79,11.53,11.34,424.00,0.12,1.0,J204548.36+443650.4,311.4515061,44.6140094,0.0428,0.0405,11.9,11.314,11.269,11.97,8.933,0.024,0.022,,,0.021,0.017,0.023,3121143901351055679,0h00,0,11nn,AAUU,-119,41,-115,40,0.07,0.057572
980,982,321.5246342,51.9746014,2.0,17.8,16.73,15.17,14.79,14.14,12.47,12.05,11.82,980.00,0.0,0.0,J212605.90+515828.5,321.5245918,51.9746026,0.0391,0.0366,25.9,11.596,11.559,10.813,8.591,0.022,0.021,0.124,0.33,0.022,0.021,0.019,3218151401351058804,dd00,0,211n,AABB,-6,40,55,39,0.083,0.094116
202,202,322.9148033,50.8777567,2.0,17.51,16.75,14.95,14.5,13.83,12.12,11.62,11.37,202.00,0.0,0.0,J213139.55+505239.9,322.9147969,50.8777751,0.0393,0.0366,30.7,11.133,11.119,11.169,8.175,0.023,0.021,0.113,0.224,0.028,0.035,0.022,3218151401351000175,0000,1,00nn,AABB,50,36,158,36,0.098,0.067698
866,868,324.3077244,51.6485219,2.0,15.85,15.5,14.12,13.55,13.29,12.17,11.73,11.33,866.00,0.98,1.0,J213713.86+513854.7,324.3077542,51.6485416,0.0376,0.0352,32.4,10.925,10.553,9.362,6.137,0.024,0.02,0.043,0.047,0.026,0.031,0.023,3242151401351030010,0hd0,1,6700,AAAA,78,62,-28,64,0.205,0.09728
33,33,327.005475,47.567911,2.0,15.98,15.38,14.29,13.99,13.53,12.56,12.33,12.2,33.00,0.0,0.0,J214801.29+473404.4,327.0053999,47.5679038,0.0416,0.0388,40.9,12.028,12.064,12.188,9.173,0.023,0.022,,,0.029,0.033,0.029,3272146901351062264,0h00,0,nnnn,AAUU,-30,42,-18,41,0.202,0.184138
240,240,344.619582,59.033038,2.0,13.66,13.1,12.46,11.89,11.83,11.13,10.98,10.89,240.00,0.18,0.0,J225828.69+590158.8,344.6195524,59.0330184,0.0408,0.0384,37.6,10.853,10.883,9.891,7.627,0.023,0.022,0.147,0.175,0.022,0.028,0.022,3456159001351031515,00h0,0,110n,AABB,66,34,-50,33,0.013,0.08936
956,958,344.968493,58.630893,2.0,13.84,12.81,12.22,12.01,11.99,11.61,11.55,11.5,956.00,0.04,0.0,J225952.43+583751.1,344.9684643,58.6308707,0.0402,0.0375,27.7,11.48,11.52,11.689,8.68,0.023,0.021,,,0.02,0.015,0.019,3456159001351013649,0hHH,0,11nn,AAUU,8,36,-55,36,0.15,0.096678
241,241,345.92885,59.365698,2.0,13.1,12.36,12.38,11.72,11.73,11.45,11.37,11.35,241.00,0.05,1.0,J230342.94+592156.5,345.9289387,59.3657004,0.038,0.0361,49.4,11.216,11.153,9.818,6.162,0.023,0.02,0.047,0.048,0.023,0.014,0.019,3456159001351039780,0000,1,0000,AAAA,0,36,0,30,0.041,0.16303
394,395,346.162464,59.036368,2.0,14.46,15.81,12.52,11.53,11.57,10.17,9.72,9.31,394.00,0.1,1.0,J230438.99+590210.9,346.162461,59.0363761,0.0336,0.0314,35.6,9.29,8.885,7.788,6.931,0.023,0.019,0.021,0.084,0.021,0.017,0.015,3456159001351024715,0000,0,8900,AAAA,59,29,-93,28,0.052,0.029736
770,772,346.231362,59.477259,2.0,13.12,12.26,12.34,11.74,11.69,11.33,11.25,11.22,770.00,0.05,0.0,J230455.48+592838.6,346.2311884,59.4774132,0.038,0.0357,38.6,10.978,10.995,10.546,8.095,0.022,0.021,0.104,0.192,0.018,0.022,0.023,3456159001351039826,0h00,1,341n,AAAB,-19,28,52,28,0.582,0.63937
1024,1026,346.5446147,58.8044772,2.0,13.56,12.43,12.39,11.81,11.71,11.22,11.1,11.06,1.024.00,0.04,1.0,J230610.70+584816.0,346.5446234,58.8044681,0.0385,0.0361,40.1,10.961,10.973,10.131,8.278,0.022,0.021,0.058,0.197,0.021,0.015,0.016,3456159001351020351,0000,0,110n,AAAB,-38,35,40,32,0.071,0.036551
239,239,346.600634,57.709463,2.0,13.83,14.09,13.03,12.64,12.49,11.88,11.72,11.62,239.00,0.21,0.0,J230624.12+574234.2,346.600539,57.7095076,0.0407,0.0374,37.0,11.554,11.539,11.368,8.336,0.023,0.021,0.178,0.187,0.026,0.024,0.024,3461157501351045157,ddpp,1,99nn,AABB,38,37,40,36,0.16,0.243234
745,747,346.818019,58.917903,2.0,13.22,12.25,12.39,11.8,11.8,11.48,11.42,11.39,745.00,0.05,0.0,J230716.32+585504.4,346.8180089,58.9179012,0.0405,0.0378,30.8,11.384,11.425,12.265,9.352,0.023,0.022,,,0.02,0.015,0.018,3456159001351022441,0000,0,22nn,AAUU,4,31,55,31,0.055,0.019838
243,243,347.212451,58.838644,2.0,13.63,13.55,13.01,12.72,12.69,12.23,12.13,12.04,243.00,0.27,1.0,J230850.98+585019.1,347.2124397,58.8386553,0.0397,0.0369,27.9,12.021,12.05,11.718,9.01,0.022,0.021,0.226,,0.02,0.023,0.026,3484159001351011403,hh00,0,00nn,AABU,39,34,39,33,0.075,0.045819
